Geneid	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_1_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_1_Aligned.out_cleaned.bam
YLR202C	11	18	12	14	20	18
YLR203C	63	99	94	107	101	93
YLR204W	154	159	172	145	133	121
YLR205C	18	23	14	27	21	19
YLR206W	107	122	118	92	66	62
YLR207W	40	52	50	51	37	59
YLR208W	40	50	45	46	36	42
YLR209C	13	15	21	21	23	15
YLR210W	16	29	24	34	21	14
YLR211C	18	20	12	13	12	8
YLR212C	7	15	9	6	7	2
YLR213C	4	7	4	9	4	10
YLR214W	49	79	63	107	71	75
YLR215C	24	36	24	26	24	22
YLR216C	112	166	154	116	118	105
YLR217W	0	0	0	0	0	0
YLR218C	65	98	74	63	60	65
YLR219W	44	66	76	63	58	66
YLR220W	28	41	45	41	30	34
YLR221C	151	216	222	152	143	127
YLR222C	61	99	92	103	57	61
YLR222C-A	0	0	0	0	0	0
YLR223C	52	71	108	49	31	35
YLR224W	56	47	52	56	65	50
YLR225C	103	133	117	108	92	101
YLR226W	34	35	55	27	21	21
YLR227C	4	6	3	6	7	7
tL(UAG)L1	1	0	0	1	0	2
YLR227W-A	0	0	0	0	0	0
YLR227W-B	22	7	23	10	6	6
YLR228C	34	42	45	31	31	32
YLR229C	42	71	52	72	79	67
YLR230W	1	2	4	2	1	2
tI(UAU)L	0	0	0	0	0	0
YLR231C	32	52	50	65	41	46
YLR232W	0	0	0	0	0	0
YLR233C	7	12	10	7	4	5
YLR234W	12	11	12	25	20	14
YLR235C	0	0	0	0	0	0
YLR236C	0	1	0	0	1	1
YLR237W	4	5	5	6	4	1
YLR238W	33	49	35	32	30	26
YLR239C	97	136	111	130	79	96
YLR240W	43	53	81	41	36	31
YLR241W	64	85	99	55	51	51
YLR242C	24	28	26	19	21	22
YLR243W	97	156	132	118	84	88
YLR244C	93	114	112	80	74	74
YLR245C	12	24	22	26	34	39
YLR246W	36	45	50	62	40	53
tL(CAA)L	0	1	1	0	0	0
YLR247C	74	87	78	59	55	42
YLR248W	41	57	39	30	35	29
YLR249W	596	782	1020	347	338	283
YLR250W	32	35	38	17	30	22
YLR251W	30	47	26	26	20	11
YLR252W	1	1	0	0	0	1
YLR253W	26	31	34	32	18	36
YLR254C	41	54	41	48	40	26
YLR255C	21	23	33	19	19	15
YLR256W	107	144	155	173	145	149
YLR256W-A	2	6	9	10	8	8
tA(AGC)L	0	0	0	0	0	0
YLR257W	248	369	395	235	184	210
YLR258W	186	213	249	195	198	168
YLR259C	139	187	210	121	139	106
YLR260W	120	147	143	133	113	123
YLR261C	0	0	2	1	0	0
YLR262C	91	143	112	114	138	106
YLR262C-A	42	39	34	38	50	41
YLR263W	15	18	31	12	16	10
YLR264W	21	29	23	23	16	12
YLR264C-A	0	0	0	1	0	0
YLR265C	33	45	41	42	36	29
YLR266C	22	25	17	36	23	21
YLR267W	18	22	22	36	40	35
YLR268W	24	27	30	43	45	56
YLR269C	1	1	1	2	1	0
YLR270W	42	56	57	39	36	45
YLR271W	56	57	59	57	56	44
YLR272C	25	32	41	22	17	24
tV(AAC)L	0	0	0	0	0	0
YLR273C	7	11	21	23	17	13
YLR274W	48	63	53	42	46	28
YLR275W	77	117	115	79	70	65
YLR276C	132	176	202	132	121	96
YLR277C	20	29	27	25	22	26
YLR278C	29	40	43	30	19	22
YLR279W	0	1	1	1	0	0
YLR280C	1	1	1	0	0	0
YLR281C	8	10	11	7	5	4
YLR282C	0	0	0	0	0	0
YLR283W	53	64	71	56	38	36
YLR284C	26	31	20	12	16	15
YLR285W	86	116	95	76	78	66
YLR285C-A	1	0	1	8	2	7
YLR286C	117	125	155	108	110	112
YLR286W-A	1	0	2	1	0	0
YLR287C	71	104	91	74	61	68
YLR287C-A	330	356	338	268	242	217
YLR288C	46	63	76	51	37	50
YLR289W	43	54	63	36	30	37
YLR290C	44	67	73	62	75	70
YLR291C	195	235	225	214	149	157
YLR292C	47	70	60	67	66	54
YLR293C	235	295	276	309	347	342
YLR294C	29	40	42	51	53	54
YLR295C	54	72	58	72	65	49
YLR296W	0	1	0	0	0	1
YLR297W	41	65	59	81	77	62
YLR298C	186	211	180	203	182	201
YLR299W	14	17	19	14	18	11
YLR299C-A	0	0	0	0	0	0
YLR300W	75	97	85	90	71	72
YLR301W	38	54	43	39	41	30
tL(UAG)L2	0	0	0	0	0	0
YLR302C	0	0	0	0	0	0
YLR303W	64	78	87	68	41	50
tI(AAU)L1	0	0	0	0	0	0
YLR304C	119	151	136	84	85	81
YLR305C	44	58	72	30	32	29
YLR306W	19	22	18	10	13	17
YLR307W	2	1	3	0	0	2
YLR307C-A	0	0	0	0	0	0
YLR308W	0	0	0	0	0	0
YLR309C	101	145	147	109	88	106
YLR310C	66	98	98	70	69	66
YLR311C	0	1	0	2	3	0
YLR312C	128	172	153	111	100	93
YLR312W-A	25	37	23	29	31	27
YLR313C	8	5	8	6	2	1
YLR314C	149	217	205	182	147	172
YLR315W	3	5	6	10	7	4
YLR316C	17	32	21	21	14	20
YLR317W	0	2	2	2	0	0
YLR318W	5	10	10	15	7	6
YLR319C	27	40	49	21	21	18
YLR320W	29	57	52	40	23	19
YLR321C	41	46	46	40	33	28
YLR322W	0	0	0	0	0	0
YLR323C	10	12	13	4	7	4
YLR324W	24	47	33	26	20	18
YLR325C	578	775	696	413	413	353
YLR326W	40	39	40	38	36	26
YLR327C	231	217	200	197	175	183
tX(XXX)L	0	0	0	0	0	1
YLR328W	55	76	73	92	93	67
YLR329W	6	12	14	11	4	7
YLR330W	179	208	207	131	136	96
YLR331C	0	0	0	0	0	0
YLR332W	18	22	24	34	17	26
tD(GUC)L2	1	1	0	0	0	0
snR61	1	0	2	0	0	0
snR55	0	2	0	4	1	1
snR57	4	5	2	3	2	0
YLR333C	221	247	205	220	189	170
YLR334C	1	0	1	1	0	0
tE(UUC)L	0	0	0	0	0	0
YLR335W	35	40	52	42	37	36
YLR336C	123	184	197	119	127	105
YLR337C	75	83	82	120	84	105
YLR338W	1	3	6	3	1	5
YLR339C	0	0	0	0	0	0
YLR340W	253	318	333	214	232	195
YLR341W	1	1	2	0	1	1
YLR342W	221	278	368	92	111	114
YLR342W-A	0	2	2	0	0	1
YLR343W	3	0	3	1	0	2
tR(CCG)L	0	0	0	0	0	0
YLR344W	82	88	104	85	100	76
YLR345W	70	62	79	56	70	63
YLR346C	8	10	8	10	9	4
YLR347C	20	24	26	28	21	12
YLR347W-A	0	0	0	0	0	0
YLR348C	46	54	53	63	46	42
YLR349W	3	1	4	1	3	2
YLR350W	131	152	167	165	158	149
YLR351C	51	44	35	44	50	31
YLR352W	9	13	12	19	14	8
YLR353W	13	15	18	10	13	13
YLR354C	157	184	190	132	147	110
YLR355C	117	158	198	134	144	127
YLR356W	31	40	30	48	52	55
YLR357W	84	95	122	79	64	66
YLR358C	0	1	0	1	0	0
YLR359W	68	124	129	108	85	131
YLR360W	42	46	38	66	58	63
YLR361C	44	86	70	51	32	36
YLR361C-A	39	50	64	44	33	52
YLR362W	18	17	23	9	18	10
YLR363C	20	46	30	29	28	15
YLR363W-A	16	36	21	38	33	21
YLR364W	3	4	8	4	4	7
YLR365W	0	0	0	0	1	0
YLR364C-A	1	0	1	2	0	1
YLR366W	5	8	6	5	9	6
YLR367W	132	159	140	137	123	128
snR44	3	5	8	4	2	2
YLR368W	33	40	37	31	29	22
YLR369W	42	48	60	36	19	29
YLR370C	39	47	47	54	58	45
YLR371W	47	62	42	48	39	35
YLR372W	39	48	52	55	47	37
YLR373C	36	42	37	28	33	16
YLR374C	0	1	0	1	0	0
YLR375W	52	64	54	70	66	83
YLR376C	17	24	12	8	10	10
YLR377C	2	1	2	5	0	2
tK(UUU)L	0	0	0	0	0	0
YLR378C	45	50	51	44	43	52
YLR379W	0	1	3	3	0	0
YLR380W	50	63	63	126	75	78
YLR381W	0	8	4	8	3	10
YLR382C	16	29	31	18	20	18
YLR383W	15	23	19	18	15	9
YLR384C	71	104	90	74	69	65
YLR385C	7	9	8	8	6	5
YLR386W	33	58	48	40	35	24
YLR387C	162	239	188	185	161	152
YLR388W	73	77	76	67	48	53
snR34	42	61	62	39	44	38
YLR389C	52	58	66	51	31	32
YLR390W	53	52	49	87	64	63
YLR390W-A	180	153	158	275	202	219
YLR392C	22	27	23	19	19	22
YLR393W	19	20	18	31	17	20
YLR394W	2	1	3	1	2	1
YLR395C	50	93	65	64	63	62
YLR396C	16	14	25	25	15	21
YLR397C	42	66	105	63	40	65
YLR398C	117	194	188	150	70	94
YLR399C	134	137	189	114	105	78
YLR399W-A	0	0	0	0	0	0
YLR400W	0	1	1	2	2	3
YLR401C	172	216	241	150	159	124
YLR402W	23	45	35	27	22	17
YLR403W	5	14	8	10	9	7
YLR404W	12	16	16	17	20	19
YLR405W	22	33	34	22	27	21
YLR406C	351	434	372	314	343	274
YLR406C-A	0	1	0	0	0	0
YLR407W	14	26	17	34	23	33
YLR408C	23	29	27	20	19	21
YLR409C	81	113	153	70	63	49
YLR410W	61	64	103	61	61	56
YLR410W-B	2	3	5	0	1	3
YLR410W-A	0	0	0	0	0	0
YLR411W	14	20	13	22	6	7
YLR412W	55	74	63	52	56	49
YLR412C-A	0	0	1	3	0	2
YLR413W	141	162	166	196	208	198
YLR414C	45	60	53	45	40	50
YLR415C	7	9	3	9	5	6
YLR416C	5	5	1	8	4	14
YLR417W	17	28	24	34	35	43
YLR418C	23	28	29	32	21	27
YLR419W	35	47	57	29	29	19
tL(UAA)L	0	0	0	1	0	0
YLR420W	139	169	150	155	174	163
YLR421C	229	324	296	241	246	207
YLR422W	24	37	46	27	30	19
YLR423C	10	13	8	6	10	6
YLR424W	15	12	15	12	9	11
tN(GUU)L	0	0	0	0	0	0
YLR425W	57	76	78	101	75	72
YLR426W	28	35	35	45	30	35
YLR427W	103	177	177	121	113	104
YLR428C	1	0	1	1	1	3
YLR429W	231	306	375	218	179	180
YLR430W	55	48	73	36	26	30
YLR431C	27	33	43	39	20	20
YLR432W	88	123	116	135	105	115
YLR433C	48	63	63	56	41	45
YLR434C	1	2	3	1	0	1
YLR435W	92	105	108	100	97	92
YLR436C	29	43	45	59	50	53
YLR437C	33	47	43	67	52	55
YLR437C-A	3	4	5	3	0	2
YLR438W	42	52	44	53	37	51
YLR438C-A	559	592	597	620	474	450
YLR439W	41	52	43	48	54	68
YLR440C	129	169	148	176	139	138
YLR441C	281	354	342	246	248	213
YLR442C	55	81	79	46	36	36
YLR443W	5	12	10	2	3	3
YLR444C	0	0	0	0	0	0
YLR445W	1	0	0	0	0	0
YLR446W	14	19	14	28	20	31
YLR447C	82	108	116	83	65	79
YLR448W	270	405	360	290	291	269
YLR449W	326	418	508	274	228	267
YLR450W	52	57	91	107	62	66
YLR451W	52	71	71	66	54	48
YLR452C	25	45	43	28	26	23
YLR453C	14	15	13	13	10	14
YLR454W	89	139	165	95	79	80
tI(AAU)L2	0	0	0	0	0	0
YLR455W	47	82	81	33	43	53
YLR456W	7	10	14	6	16	8
YLR457C	49	58	52	59	39	35
YLR458W	0	0	0	0	0	0
YLR459W	6	10	7	6	5	9
YLR460C	8	8	10	7	4	4
YLR461W	0	1	0	0	1	0
YLR462W	0	2	0	0	0	0
YLR463C	0	1	0	1	0	0
YLR464W	0	1	1	0	0	0
YLR465C	0	0	0	0	0	0
YLR466W	3	1	1	5	4	1
YLR466C-A	0	0	0	0	0	0
YLR466C-B	0	1	3	2	0	3
YLR467W	0	0	0	0	0	0
YLR467C-A	0	0	0	0	0	0
YPL283C	0	0	0	0	0	0
YPL283W-B	0	0	0	0	0	0
YPL283W-A	0	0	0	0	0	0
YPL282C	0	0	0	0	0	0
YPL281C	0	0	0	0	0	0
YPL280W	0	0	0	0	0	0
YPL279C	0	2	1	0	0	1
YPL278C	0	0	0	1	0	0
YPL277C	2	4	0	1	4	1
YPL276W	2	1	3	0	0	2
YPL275W	2	1	3	0	2	2
YPL274W	13	18	15	4	10	11
YPL273W	60	72	63	99	92	100
YPL272C	2	1	5	1	0	2
YPL271W	41	54	47	41	58	41
YPL270W	32	46	43	35	28	24
YPL269W	14	16	21	12	10	12
YPL268W	86	113	106	61	55	56
YPL267W	14	13	9	8	7	10
YPL266W	59	83	82	69	67	68
YPL265W	137	227	260	127	84	92
YPL264C	2	4	1	0	2	2
YPL263C	81	139	135	85	73	105
YPL262W	173	220	328	190	168	181
YPL261C	0	1	0	0	0	0
YPL260W	48	69	82	56	44	47
YPL259C	105	151	155	184	135	166
YPL258C	2	3	2	3	0	5
tW(CCA)P	1	1	0	0	0	0
YPL257W-A	0	0	0	0	0	0
YPL257W-B	1	1	1	1	1	0
YPL257W	16	34	18	38	28	41
YPL256C	39	49	44	45	44	32
YPL255W	42	57	54	53	48	45
YPL254W	19	27	25	10	22	17
YPL253C	11	25	26	16	13	14
YPL252C	96	84	88	124	108	134
YPL251W	0	0	0	0	0	1
YPL250C	114	139	132	125	101	96
YPL249C-A	655	748	671	716	631	634
YPL250W-A	0	2	0	1	1	0
YPL249C	66	100	111	91	79	74
YPL248C	24	59	53	59	37	45
YPL247C	35	22	49	42	34	37
YPL246C	33	43	36	64	34	67
YPL245W	6	15	13	7	8	6
YPL244C	25	42	29	32	26	37
YPL243W	143	163	212	166	150	152
YPL242C	49	71	63	58	51	47
YPL241C	12	20	15	16	12	13
YPL240C	193	257	299	165	128	117
YPL239W	300	348	383	394	298	341
YPL238C	0	0	0	0	0	0
YPL237W	287	350	327	281	300	236
YPL236C	13	26	22	19	16	14
YPL235W	72	104	105	67	66	53
YPL234C	18	32	28	26	28	36
YPL233W	41	66	62	54	33	33
YPL232W	95	153	116	104	92	102
YPL231W	427	557	647	551	430	446
YPL230W	168	188	209	248	240	287
YPL229W	39	50	49	68	64	72
YPL228W	41	66	63	39	44	47
YPL227C	66	85	100	100	85	95
YPL226W	249	339	453	153	157	148
YPL225W	211	257	228	190	183	141
YPL224C	64	106	68	82	51	51
YPL223C	1	4	0	1	4	2
YPL222W	19	16	12	21	11	12
YPL222C-A	2	6	1	2	3	3
YPL221W	41	50	65	68	55	60
YPL220W	60	88	67	56	46	63
YPL219W	39	73	59	78	49	38
YPL218W	40	75	64	59	42	34
YPL217C	124	151	209	93	69	67
YPL216W	12	23	19	24	19	9
YPL215W	26	49	45	24	16	24
YPL214C	7	9	13	14	7	7
YPL213W	22	42	48	35	20	29
YPL212C	60	78	81	39	24	25
YPL211W	40	62	65	43	38	31
YPL210C	95	108	99	76	80	69
YPL209C	21	26	22	19	24	24
YPL208W	8	8	10	6	6	10
YPL207W	83	99	106	87	83	49
YPL206C	36	49	44	31	37	24
YPL205C	0	1	0	1	1	0
YPL204W	176	229	224	146	138	114
YPL203W	49	52	48	58	57	66
YPL202C	57	80	58	46	48	36
YPL201C	0	0	3	0	0	4
YPL200W	0	0	0	0	0	0
YPL199C	110	166	153	107	90	104
YPL198W	41	71	66	50	41	40
snR59	0	1	0	0	0	1
YPL197C	0	0	0	1	0	0
YPL196W	40	37	47	20	27	27
YPL195W	67	93	119	62	49	44
YPL194W	7	10	8	6	5	7
YPL193W	49	47	59	36	42	32
YPL192C	0	2	1	1	0	3
YPL191C	20	32	24	31	28	25
YPL190C	520	593	647	619	500	507
YPL189C-A	16	17	21	11	13	8
YPL189W	0	1	0	1	1	2
YPL188W	26	37	32	30	22	20
YPL187W	0	0	0	0	0	0
YPL186C	198	289	254	209	153	173
YPL185W	8	18	13	12	5	6
YPL184C	8	6	13	5	5	6
YPL183W-A	47	69	64	30	28	33
YPL183C	45	50	60	40	43	38
YPL182C	0	0	0	1	1	1
YPL181W	261	386	383	289	221	210
YPL180W	49	79	91	45	38	46
YPL179W	123	171	147	179	176	164
tE(UUC)P	0	0	0	0	0	0
YPL178W	79	110	85	52	60	65
YPL177C	67	89	86	106	93	124
YPL176C	15	40	41	23	25	24
YPL175W	13	29	34	24	17	17
YPL174C	52	67	55	53	34	43
YPL173W	41	40	35	43	43	41
YPL172C	7	14	11	15	17	11
YPL171C	4	5	3	0	5	2
YPL170W	205	285	257	236	203	200
YPL169C	14	20	28	30	15	16
YPL168W	30	34	32	51	36	39
YPL167C	17	27	29	17	18	19
YPL166W	51	63	58	58	64	64
YPL165C	0	0	2	1	0	2
YPL164C	19	31	19	21	30	26
YPL163C	170	162	159	382	183	218
YPL162C	5	8	7	8	13	7
YPL161C	29	25	31	21	23	12
YPL160W	241	402	419	314	224	208
YPL159C	52	86	84	94	68	78
YPL158C	50	70	89	44	30	27
YPL157W	17	26	25	10	30	16
YPL156C	71	112	78	62	75	64
YPL155C	23	21	22	23	33	26
YPL154C	138	154	138	184	147	154
YPL153C	13	15	19	14	16	7
YPL152W-A	2	0	0	1	2	2
YPL152W	30	50	33	48	41	24
YPL151C	38	48	58	28	30	28
YPL150W	12	17	22	10	12	11
YPL149W	12	24	19	29	21	22
YPL148C	14	16	12	8	7	7
YPL147W	31	40	44	46	29	41
YPL146C	77	94	112	82	63	74
YPL145C	74	99	105	87	84	63
YPL144W	28	28	30	21	21	11
snR17b	54	84	88	49	51	38
YPL143W	116	144	124	147	135	123
YPL142C	0	0	0	1	0	0
YPL141C	58	87	107	76	48	50
YPL140C	10	16	14	11	5	10
YPL139C	11	13	22	15	18	6
YPL138C	44	77	84	54	46	31
YPL137C	75	152	131	105	104	92
YPL136W	0	0	0	0	1	0
YPL135W	70	90	111	94	102	75
YPL135C-A	1	2	2	1	1	0
YPL134C	10	14	14	13	16	14
YPL133C	28	37	42	29	22	30
YPL132W	49	77	69	54	30	33
YPL131W	507	647	672	535	432	422
YPL130W	0	0	1	0	0	0
YPL129W	70	120	105	74	66	81
YPL128C	44	39	41	63	58	47
YPL127C	69	110	108	83	65	59
YPL126W	89	125	146	82	77	91
YPL125W	41	58	59	37	41	34
YPL124W	19	24	26	17	14	15
YPL123C	34	50	56	76	64	46
YPL122C	27	26	24	29	25	32
YPL121C	0	0	0	0	0	0
YPL120W	65	106	89	83	63	62
YPL119C-A	0	1	0	0	1	0
YPL119C	17	30	37	37	23	29
YPL118W	95	112	90	102	72	76
YPL117C	89	143	150	129	113	103
YPL116W	29	30	24	12	15	18
YPL115C	49	80	89	85	80	96
YPL114W	6	10	16	14	13	6
YPL113C	4	3	4	4	3	1
YPL112C	9	15	14	11	8	6
tM(CAU)P	0	1	0	0	0	0
YPL111W	47	44	38	51	38	36
YPL110C	26	31	41	23	15	21
YPL109C	9	19	11	23	22	24
YPL108W	75	93	85	75	76	60
YPL107W	65	125	97	81	53	68
YPL106C	302	341	450	218	191	207
YPL105C	68	76	109	70	55	54
YPL104W	33	34	40	31	28	27
YPL103C	19	37	31	31	28	25
YPL102C	0	0	0	0	0	0
YPL101W	69	64	63	46	47	43
YPL100W	103	166	155	90	78	74
YPL099C	37	52	46	44	40	40
YPL098C	28	25	29	24	26	21
YPL097W	28	32	26	26	31	22
YPL096C-A	4	5	4	8	5	10
YPL096W	38	62	76	68	50	50
YPL095C	12	18	14	16	22	17
YPL094C	233	323	322	306	215	224
YPL093W	96	104	145	84	90	89
YPL092W	6	21	19	19	7	13
YPL091W	90	135	146	84	106	84
YPL090C	498	585	602	503	486	389
YPL089C	30	55	48	42	31	23
YPL088W	9	19	16	19	12	7
YPL087W	71	111	102	52	56	52
YPL086C	72	100	105	73	66	68
YPL085W	126	121	160	126	95	92
YPL084W	100	145	144	156	104	145
YPL083C	28	52	50	27	25	24
YPL082C	33	63	73	23	16	19
YPL081W	82	127	108	107	105	91
YPL080C	1	0	0	0	1	0
YPL079W	204	221	224	201	209	167
YPL078C	69	103	88	57	55	62
YPL077C	7	10	11	13	22	24
YPL076W	10	17	16	10	19	6
YPL075W	21	30	38	13	11	11
YPL074W	73	104	87	82	59	62
YPL073C	0	3	0	1	0	0
YPL072W	9	19	18	15	12	16
YPL071C	67	100	90	89	85	92
YPL070W	34	41	52	47	40	32
YPL069C	19	21	10	30	17	21
YPL068C	19	31	16	30	33	44
YPL067C	18	19	19	37	30	35
YPL066W	42	54	56	89	89	70
YPL065W	42	53	49	63	38	36
YPL064C	59	81	74	56	56	61
YPL063W	96	130	155	110	94	90
YPL062W	2	2	1	0	1	2
YPL061W	139	174	167	141	134	145
YPL060W	21	28	25	24	27	33
tC(GCA)P1	0	0	0	0	0	0
YPL060C-A	3	0	1	2	1	2
YPL059W	75	112	91	81	70	74
YPL058C	22	37	39	26	31	20
YPL057C	383	486	399	523	371	394
YPL056C	3	2	3	2	3	0
YPL055C	137	191	176	178	142	158
YPL054W	43	50	65	68	84	91
YPL053C	126	147	155	111	113	90
YPL052W	9	14	11	14	17	19
YPL051W	28	39	38	21	20	21
YPL050C	124	173	167	151	112	114
YPL049C	124	167	172	208	145	136
YPL048W	117	140	115	155	123	90
YPL047W	28	39	26	40	38	29
YPL046C	10	13	7	7	12	6
YPL045W	17	28	18	18	14	10
YPL044C	0	0	0	0	0	0
YPL043W	167	226	236	169	124	110
YPL042C	55	83	80	87	49	71
YPL041C	20	41	37	46	38	43
YPL040C	36	40	46	39	41	29
YPL039W	5	8	5	7	8	5
YPL038W-A	1	1	1	0	1	1
YPL038W	69	68	57	58	57	47
YPL037C	216	292	207	231	186	189
YPL036W	3	2	8	5	0	2
YPL035C	0	0	0	0	0	0
YPL034W	8	13	12	19	14	22
YPL033C	0	0	1	0	0	0
YPL032C	65	68	66	67	49	52
YPL031C	40	37	36	42	37	29
YPL030W	29	52	55	32	34	19
YPL029W	13	16	19	23	19	9
YPL028W	38	68	67	46	50	36
YPL027W	1	1	0	1	0	0
YPL026C	23	20	32	8	12	15
YPL025C	2	2	1	0	0	1
YPL024W	42	72	56	75	70	64
YPL023C	18	33	36	29	20	31
YPL022W	86	96	105	59	67	53
YPL021W	0	0	0	0	0	0
YPL020C	34	57	54	32	26	24
YPL019C	54	94	94	89	68	72
YPL018W	20	29	36	14	14	12
YPL017C	12	19	16	11	17	9
YPL016W	14	18	17	10	8	11
YPL015C	69	113	105	88	104	97
YPL014W	165	177	233	193	172	208
YPL013C	305	351	366	343	314	295
YPL012W	124	150	190	84	114	87
YPL011C	36	64	71	40	27	38
YPL010W	46	82	62	62	53	49
YPL009C	119	113	158	67	56	77
YPL008W	9	11	11	10	13	9
YPL007C	7	15	9	12	9	6
YPL006W	116	205	158	155	93	101
YPL005W	15	11	20	13	10	8
YPL004C	161	182	209	174	170	149
YPL003W	56	67	63	64	68	56
YPL002C	15	17	12	14	12	16
YPL001W	44	56	61	45	48	52
YPR001W	8	8	2	3	6	4
YPR002W	5	2	6	5	4	6
tF(GAA)P1	0	0	0	0	1	0
YPR002C-A	0	0	0	0	1	0
YPR003C	32	40	31	38	35	37
YPR004C	31	30	26	31	30	28
YPR005C	17	25	21	15	19	19
YPR006C	25	39	19	25	19	36
YPR007C	7	17	11	2	5	2
tG(GCC)P1	0	3	2	1	0	1
YPR008W	58	76	83	70	54	50
YPR009W	11	15	11	22	19	25
YPR010C	91	126	153	85	88	59
tK(CUU)P	0	1	0	0	0	0
YPR010C-A	22	25	27	21	21	23
YPR011C	5	10	8	8	7	4
YPR012W	0	1	0	0	0	0
YPR013C	12	12	15	13	15	15
YPR014C	0	0	0	1	0	0
YPR015C	4	10	14	14	7	13
YPR016C	62	125	122	102	126	137
YPR016W-A	0	0	0	0	0	0
YPR017C	60	87	71	72	58	72
YPR018W	34	42	54	30	36	40
YPR019W	20	20	31	20	23	16
YPR020W	38	47	36	28	29	32
YPR021C	27	26	26	15	25	23
YPR022C	42	39	63	55	53	49
YPR023C	42	68	70	58	66	44
YPR024W	46	57	61	58	63	76
YPR025C	119	159	127	140	109	88
YPR026W	17	23	26	14	14	12
YPR027C	0	0	0	0	0	1
tF(GAA)P2	0	0	0	0	0	0
YPR028W	51	43	44	54	59	70
YPR029C	115	170	164	128	107	116
YPR030W	91	198	127	229	80	96
YPR031W	84	110	104	95	70	73
YPR032W	21	32	27	21	23	16
YPR033C	46	57	59	42	44	37
YPR034W	13	27	22	18	20	15
YPR035W	524	917	1033	782	505	621
YPR036W	99	102	101	77	80	92
YPR036W-A	278	343	352	340	301	291
YPR037C	50	99	75	51	60	43
YPR038W	1	0	0	0	1	1
YPR039W	0	2	1	4	1	2
YPR040W	31	43	38	44	50	62
YPR041W	88	120	116	80	87	73
YPR042C	18	31	20	44	32	36
YPR043W	389	419	401	384	370	325
YPR044C	0	0	1	0	0	0
YPR045C	56	68	71	62	43	63
YPR046W	7	9	3	10	7	9
YPR047W	56	60	65	52	62	71
YPR048W	5	13	13	14	7	14
YPR049C	15	16	13	23	17	15
YPR050C	0	0	0	0	0	0
YPR051W	72	82	102	88	105	83
YPR052C	24	22	22	28	29	17
YPR053C	90	112	98	99	112	96
YPR054W	0	2	0	1	0	0
YPR055W	12	14	12	13	10	13
YPR056W	108	157	134	83	93	93
YPR057W	43	86	84	49	34	35
YPR058W	17	24	24	28	24	32
YPR059C	0	0	0	0	0	0
YPR060C	51	83	66	68	65	70
YPR061C	27	43	43	30	35	31
YPR062W	363	430	474	538	352	345
YPR063C	41	55	49	74	65	68
YPR064W	0	0	0	0	0	0
YPR065W	217	296	292	324	176	245
YPR066W	17	16	13	15	14	8
YPR067W	32	34	31	52	33	31
YPR068C	11	9	12	16	11	11
YPR069C	49	58	57	56	54	35
YPR070W	184	273	253	252	177	168
YPR071W	20	20	26	21	19	23
tS(UGA)P	1	0	0	0	0	0
YPR072W	49	69	85	50	48	39
YPR073C	50	50	48	33	41	34
YPR074C	136	166	180	155	127	121
YPR074W-A	7	9	8	10	9	13
YPR075C	38	56	51	37	33	22
YPR076W	1	0	1	0	0	0
YPR077C	0	0	0	2	1	3
YPR078C	0	0	0	0	0	0
YPR079W	12	14	14	12	18	17
YPR080W	489	613	585	443	417	366
YPR081C	9	9	24	14	8	6
YPR082C	39	60	55	35	34	38
YPR083W	2	6	5	1	6	3
YPR084W	26	25	28	30	22	21
YPR085C	19	27	25	15	31	26
YPR086W	151	238	253	259	183	198
YPR087W	0	0	0	0	0	0
YPR088C	124	137	126	118	107	112
YPR089W	71	85	93	36	61	37
YPR091C	92	119	109	87	86	78
YPR092W	0	1	1	2	3	2
snR51	2	1	3	0	0	0
snR70	11	16	16	15	11	12
snR41	4	3	1	2	1	2
YPR093C	54	93	73	81	62	65
YPR094W	22	29	20	11	20	18
YPR095C	52	70	93	44	37	36
YPR096C	16	12	14	13	19	14
YPR097W	42	65	91	67	42	58
YPR098C	30	42	37	45	43	32
YPR099C	4	3	7	12	2	7
YPR100W	254	342	316	219	223	169
YPR101W	51	74	44	54	45	35
YPR102C	2004	3015	2810	2782	2203	2384
YPR103W	348	479	474	454	311	373
YPR104C	22	29	42	20	15	16
YPR105C	86	96	139	87	57	67
YPR106W	12	16	18	19	15	23
YPR107C	27	44	47	40	39	45
YPR108W	103	170	157	105	97	71
YPR108W-A	0	0	0	0	0	0
tT(UGU)P	0	0	0	0	0	0
YPR109W	9	23	14	18	14	13
YPR110C	135	187	205	212	194	161
YPR111W	27	42	26	37	31	19
YPR112C	178	241	282	203	169	160
